timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
1750548599.96554,0.57,-0.23,10.42,-0.05,0.02,0.02,standing
1750548599.97865,0.56,-0.25,10.43,-0.05,0.02,0.02,standing
1750548599.99151,0.55,-0.25,10.41,-0.05,0.02,0.02,standing
1750548600.00455,0.57,-0.24,10.45,-0.05,0.02,0.02,standing
1750548600.01799,0.58,-0.24,10.47,-0.05,0.02,0.02,standing
1750548600.03055,0.56,-0.25,10.46,-0.05,0.02,0.02,standing
1750548600.0435,0.56,-0.25,10.41,-0.05,0.02,0.02,standing
1750548600.05679,0.54,-0.23,10.43,-0.05,0.02,0.02,standing
1750548600.0695,0.57,-0.24,10.43,-0.05,0.02,0.02,standing
1750548600.08251,0.56,-0.23,10.41,-0.05,0.02,0.02,standing
1750548600.09548,0.57,-0.24,10.4,-0.05,0.02,0.02,standing
1750548600.10851,0.57,-0.24,10.42,-0.05,0.02,0.02,standing
1750548600.12156,0.57,-0.25,10.45,-0.05,0.02,0.02,standing
1750548600.13453,0.58,-0.25,10.46,-0.05,0.02,0.02,standing
1750548600.14747,0.58,-0.25,10.41,-0.05,0.02,0.02,standing
1750548600.16054,0.57,-0.24,10.43,-0.05,0.02,0.02,standing
1750548600.1735,0.56,-0.24,10.44,-0.05,0.02,0.02,standing
1750548600.18653,0.57,-0.24,10.44,-0.05,0.02,0.02,standing
1750548600.19949,0.57,-0.25,10.4,-0.05,0.02,0.02,standing
1750548600.21247,0.59,-0.25,10.43,-0.05,0.02,0.02,standing
1750548600.22553,0.58,-0.27,10.45,-0.05,0.02,0.02,standing
1750548600.23853,0.57,-0.23,10.47,-0.05,0.02,0.02,standing
1750548600.2515,0.57,-0.26,10.44,-0.05,0.02,0.02,standing
1750548600.26448,0.58,-0.26,10.43,-0.05,0.02,0.02,standing
1750548600.27751,0.57,-0.24,10.46,-0.05,0.02,0.02,standing
1750548600.29098,0.57,-0.24,10.44,-0.05,0.02,0.03,standing
1750548600.30384,0.58,-0.26,10.44,-0.05,0.02,0.02,standing
1750548600.31649,0.55,-0.24,10.45,-0.05,0.02,0.02,standing
1750548600.32956,0.57,-0.25,10.42,-0.05,0.02,0.02,standing
1750548600.34251,0.58,-0.24,10.45,-0.05,0.02,0.02,standing
1750548600.35552,0.57,-0.2,10.44,-0.05,0.02,0.02,standing
1750548600.36847,0.57,-0.24,10.41,-0.05,0.02,0.02,standing
1750548600.38148,0.58,-0.26,10.41,-0.05,0.02,0.02,standing
1750548600.39452,0.57,-0.24,10.41,-0.05,0.02,0.02,standing
1750548600.40775,0.57,-0.24,10.43,-0.05,0.02,0.02,standing
1750548600.42057,0.56,-0.24,10.41,-0.05,0.02,0.02,standing
1750548600.43385,0.56,-0.24,10.43,-0.05,0.02,0.02,standing
1750548600.44653,0.54,-0.23,10.41,-0.05,0.02,0.02,standing
1750548600.45956,0.56,-0.24,10.45,-0.05,0.02,0.02,standing
1750548600.47918,0.56,-0.24,10.45,-0.05,0.02,0.02,standing
1750548600.48652,0.58,-0.24,10.42,-0.05,0.02,0.02,standing
1750548600.49864,0.57,-0.27,10.44,-0.05,0.02,0.02,standing
1750548600.51159,0.58,-0.25,10.42,-0.05,0.02,0.02,standing
1750548600.5245,0.56,-0.26,10.42,-0.05,0.02,0.02,standing
1750548600.5375,0.57,-0.25,10.45,-0.05,0.02,0.02,standing
1750548600.55048,0.58,-0.24,10.45,-0.05,0.02,0.02,standing
1750548600.56352,0.56,-0.25,10.45,-0.05,0.02,0.02,standing
1750548600.57667,0.55,-0.24,10.45,-0.05,0.02,0.02,standing
1750548600.58967,0.57,-0.25,10.47,-0.05,0.02,0.02,standing
1750548600.60251,0.57,-0.25,10.45,-0.05,0.02,0.02,standing
1750548600.61849,0.59,-0.26,10.46,-0.05,0.02,0.02,standing
1750548600.62921,0.56,-0.24,10.45,-0.05,0.02,0.02,standing
1750548600.64148,0.58,-0.25,10.44,-0.05,0.02,0.02,standing
1750548600.65456,0.59,-0.25,10.45,-0.05,0.02,0.02,standing
1750548600.66766,0.55,-0.24,10.44,-0.05,0.02,0.02,standing
1750548600.68127,0.57,-0.24,10.44,-0.05,0.02,0.02,standing
1750548600.69446,0.58,-0.27,10.44,-0.05,0.02,0.02,standing
1750548600.70658,0.56,-0.25,10.42,-0.05,0.02,0.02,standing
1750548600.72916,0.57,-0.25,10.46,-0.05,0.02,0.02,standing
1750548600.73262,0.57,-0.24,10.44,-0.05,0.02,0.02,standing
1750548600.74604,0.57,-0.23,10.42,-0.05,0.02,0.02,standing
1750548600.75953,0.58,-0.27,10.43,-0.05,0.02,0.02,standing
1750548600.77266,0.56,-0.24,10.44,-0.05,0.02,0.02,standing
