timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
1750548945.1218,-1.54,9.58,-0.06,-0.09,0.01,-0.02,freezing
1750548945.12513,-1.54,9.6,-0.06,-0.08,0.01,-0.02,freezing
1750548945.12831,-1.54,9.59,-0.05,-0.08,0.01,-0.01,freezing
1750548945.13166,-1.55,9.59,-0.05,-0.08,0.01,-0.01,freezing
1750548945.13503,-1.58,9.62,-0.06,-0.07,0.0,-0.01,freezing
1750548945.13865,-1.58,9.6,-0.06,-0.07,0.0,0.0,freezing
1750548945.14181,-1.57,9.62,-0.04,-0.06,0.0,0.0,freezing
1750548945.14533,-1.58,9.63,-0.01,-0.06,0.0,0.01,freezing
1750548945.14828,-1.57,9.63,-0.03,-0.06,0.0,0.01,freezing
1750548945.15188,-1.58,9.63,-0.04,-0.05,-0.01,0.02,freezing
1750548945.1553,-1.59,9.6,-0.07,-0.05,0.0,0.03,freezing
1750548945.15829,-1.6,9.61,-0.09,-0.05,0.0,0.03,freezing
1750548945.16213,-1.61,9.6,-0.09,-0.05,0.0,0.04,freezing
1750548945.1649,-1.62,9.59,-0.1,-0.04,0.0,0.04,freezing
1750548945.1686,-1.62,9.58,-0.09,-0.04,-0.01,0.05,freezing
1750548945.17154,-1.64,9.58,-0.09,-0.04,-0.01,0.05,freezing
1750548945.17489,-1.62,9.58,-0.08,-0.03,-0.01,0.06,freezing
1750548945.17825,-1.61,9.59,-0.09,-0.03,-0.01,0.06,freezing
1750548945.18159,-1.59,9.59,-0.11,-0.03,-0.01,0.07,freezing
1750548945.18493,-1.59,9.6,-0.13,-0.03,-0.01,0.08,freezing
1750548945.18834,-1.61,9.59,-0.13,-0.03,-0.01,0.08,freezing
1750548945.19155,-1.62,9.58,-0.13,-0.03,0.0,0.08,freezing
1750548945.1958,-1.63,9.57,-0.11,-0.02,0.0,0.09,freezing
1750548945.19841,-1.63,9.56,-0.09,-0.02,0.0,0.09,freezing
1750548945.20162,-1.62,9.57,-0.12,-0.02,0.0,0.1,freezing
1750548945.20491,-1.59,9.59,-0.14,-0.01,-0.01,0.11,freezing
1750548945.20818,-1.58,9.61,-0.15,-0.01,-0.01,0.11,freezing
1750548945.21231,-1.57,9.63,-0.15,-0.01,-0.01,0.11,freezing
1750548945.21486,-1.57,9.63,-0.16,-0.01,-0.01,0.12,freezing
1750548945.21827,-1.58,9.63,-0.15,-0.01,-0.02,0.12,freezing
1750548945.22161,-1.58,9.62,-0.2,-0.01,-0.02,0.12,freezing
1750548945.22535,-1.56,9.63,-0.23,-0.01,-0.02,0.13,freezing
1750548945.22838,-1.53,9.66,-0.23,-0.01,-0.03,0.13,freezing
1750548945.23156,-1.5,9.67,-0.21,-0.01,-0.03,0.13,freezing
1750548945.23481,-1.45,9.69,-0.22,-0.01,-0.03,0.13,freezing
1750548945.2385,-1.42,9.69,-0.22,-0.01,-0.03,0.13,freezing
1750548945.24167,-1.38,9.69,-0.24,-0.01,-0.03,0.13,freezing
1750548945.24473,-1.37,9.7,-0.25,-0.01,-0.03,0.13,freezing
1750548945.24819,-1.37,9.68,-0.26,-0.01,-0.03,0.12,freezing
1750548945.25169,-1.37,9.68,-0.26,-0.02,-0.03,0.12,freezing
1750548945.25473,-1.36,9.66,-0.26,-0.02,-0.02,0.12,freezing
1750548945.25806,-1.35,9.66,-0.26,-0.02,-0.02,0.12,freezing
1750548945.26139,-1.34,9.65,-0.26,-0.02,-0.02,0.12,freezing
1750548945.26477,-1.32,9.66,-0.25,-0.02,-0.02,0.12,freezing
1750548945.2684,-1.32,9.67,-0.25,-0.02,-0.02,0.12,freezing
1750548945.27231,-1.32,9.67,-0.25,-0.02,-0.02,0.12,freezing
1750548945.27479,-1.31,9.67,-0.25,-0.02,-0.02,0.11,freezing
1750548945.27858,-1.32,9.68,-0.27,-0.02,-0.01,0.11,freezing
1750548945.28163,-1.35,9.67,-0.26,-0.02,-0.01,0.11,freezing
1750548945.28472,-1.37,9.67,-0.25,-0.02,-0.01,0.11,freezing
1750548945.28804,-1.38,9.67,-0.26,-0.02,-0.01,0.11,freezing
1750548945.29132,-1.4,9.67,-0.26,-0.02,-0.01,0.11,freezing
1750548945.29466,-1.4,9.66,-0.25,-0.02,-0.01,0.11,freezing
1750548945.29832,-1.4,9.68,-0.25,-0.02,-0.01,0.11,freezing
1750548945.30151,-1.39,9.67,-0.25,-0.02,-0.02,0.11,freezing
1750548945.30496,-1.39,9.67,-0.25,-0.02,-0.02,0.1,freezing
1750548945.30869,-1.4,9.68,-0.27,-0.02,-0.02,0.1,freezing
1750548945.31153,-1.39,9.68,-0.24,-0.02,-0.02,0.1,freezing
1750548945.31568,-1.39,9.68,-0.25,-0.02,-0.02,0.1,freezing
1750548945.31797,-1.38,9.67,-0.27,-0.03,-0.02,0.1,freezing
1750548945.323,-1.36,9.67,-0.27,-0.03,-0.02,0.1,freezing
1750548945.32466,-1.34,9.68,-0.3,-0.03,-0.02,0.1,freezing
1750548945.32801,-1.3,9.71,-0.32,-0.03,-0.02,0.1,freezing
1750548945.3318,-1.25,9.71,-0.31,-0.03,-0.03,0.09,freezing
1750548945.33624,-1.21,9.71,-0.29,-0.03,-0.03,0.09,freezing
1750548945.3379,-1.18,9.71,-0.29,-0.03,-0.03,0.09,freezing
1750548945.34128,-1.17,9.72,-0.29,-0.04,-0.03,0.08,freezing
1750548945.34528,-1.16,9.73,-0.32,-0.04,-0.03,0.08,freezing
1750548945.34826,-1.16,9.74,-0.29,-0.04,-0.03,0.07,freezing
1750548945.35238,-1.19,9.73,-0.3,-0.04,-0.03,0.07,freezing
1750548945.35681,-1.2,9.73,-0.32,-0.04,-0.02,0.06,freezing
1750548945.35785,-1.2,9.73,-0.32,-0.04,-0.02,0.06,freezing
1750548945.36142,-1.19,9.72,-0.33,-0.04,-0.02,0.05,freezing
1750548945.36633,-1.2,9.71,-0.34,-0.05,-0.02,0.05,freezing
1750548945.36788,-1.21,9.69,-0.35,-0.05,-0.03,0.05,freezing
1750548945.37161,-1.21,9.68,-0.35,-0.05,-0.03,0.05,freezing
1750548945.37582,-1.22,9.67,-0.35,-0.05,-0.03,0.04,freezing
1750548945.37815,-1.24,9.66,-0.35,-0.05,-0.03,0.04,freezing
1750548945.38124,-1.23,9.66,-0.35,-0.05,-0.03,0.04,freezing
1750548945.38457,-1.25,9.66,-0.35,-0.05,-0.03,0.04,freezing
1750548945.38825,-1.28,9.64,-0.33,-0.05,-0.02,0.03,freezing
1750548945.39164,-1.29,9.63,-0.33,-0.06,-0.02,0.03,freezing
1750548945.3955,-1.3,9.62,-0.35,-0.06,-0.02,0.03,freezing
1750548945.39919,-1.3,9.62,-0.34,-0.06,-0.02,0.03,freezing
1750548945.40369,-1.32,9.62,-0.32,-0.06,-0.02,0.03,freezing
1750548945.40452,-1.34,9.62,-0.32,-0.06,-0.02,0.03,freezing
1750548945.40956,-1.36,9.63,-0.3,-0.06,-0.03,0.03,freezing
1750548945.41132,-1.36,9.63,-0.31,-0.06,-0.03,0.03,freezing
1750548945.41454,-1.36,9.65,-0.31,-0.06,-0.03,0.03,freezing
1750548945.4192,-1.36,9.66,-0.31,-0.06,-0.03,0.03,freezing
1750548945.42306,-1.37,9.68,-0.31,-0.06,-0.03,0.03,freezing
1750548945.4245,-1.38,9.7,-0.32,-0.06,-0.03,0.03,freezing
1750548945.42792,-1.37,9.69,-0.31,-0.06,-0.04,0.03,freezing
1750548945.43115,-1.34,9.69,-0.31,-0.06,-0.04,0.03,freezing
1750548945.43441,-1.32,9.7,-0.33,-0.06,-0.04,0.03,freezing
1750548945.43833,-1.31,9.68,-0.34,-0.06,-0.04,0.03,freezing
1750548945.44143,-1.28,9.7,-0.32,-0.06,-0.04,0.03,freezing
1750548945.44529,-1.28,9.7,-0.33,-0.06,-0.04,0.03,freezing
1750548945.44889,-1.27,9.7,-0.31,-0.06,-0.04,0.03,freezing
1750548945.45261,-1.26,9.7,-0.33,-0.06,-0.04,0.03,freezing
1750548945.45458,-1.25,9.7,-0.34,-0.07,-0.04,0.02,freezing
1750548945.45791,-1.24,9.68,-0.35,-0.07,-0.04,0.02,freezing
1750548945.46135,-1.23,9.65,-0.34,-0.07,-0.04,0.02,freezing
1750548945.46465,-1.22,9.65,-0.33,-0.07,-0.03,0.02,freezing
1750548945.46823,-1.21,9.64,-0.32,-0.07,-0.03,0.02,freezing
1750548945.47111,-1.21,9.63,-0.33,-0.07,-0.03,0.02,freezing
1750548945.47617,-1.2,9.62,-0.36,-0.07,-0.03,0.02,freezing
1750548945.47777,-1.2,9.62,-0.38,-0.07,-0.02,0.01,freezing
1750548945.4826,-1.19,9.63,-0.36,-0.07,-0.02,0.01,freezing
1750548945.48633,-1.19,9.64,-0.35,-0.07,-0.02,0.01,freezing
1750548945.48793,-1.2,9.66,-0.34,-0.07,-0.01,0.01,freezing
1750548945.49295,-1.23,9.67,-0.33,-0.07,-0.01,0.01,freezing
1750548945.4946,-1.25,9.67,-0.34,-0.07,-0.01,0.01,freezing
1750548945.49997,-1.27,9.67,-0.35,-0.07,-0.01,0.01,freezing
1750548945.50117,-1.28,9.68,-0.37,-0.07,0.0,0.0,freezing
