timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
1750549409.21816,0.34,-0.29,10.46,-0.05,0.02,0.02,freezing
1750549409.23115,0.32,-0.29,10.45,-0.05,0.02,0.02,freezing
1750549409.24415,0.35,-0.28,10.46,-0.05,0.02,0.02,freezing
1750549409.25709,0.32,-0.29,10.49,-0.05,0.02,0.02,freezing
1750549409.27016,0.32,-0.32,10.46,-0.05,0.02,0.02,freezing
1750549409.28323,0.34,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549409.29613,0.33,-0.3,10.48,-0.05,0.02,0.02,freezing
1750549409.30916,0.34,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549409.32215,0.32,-0.29,10.45,-0.05,0.02,0.02,freezing
1750549409.33508,0.32,-0.29,10.44,-0.05,0.02,0.02,freezing
1750549409.34817,0.36,-0.29,10.47,-0.05,0.02,0.02,freezing
1750549409.36115,0.32,-0.31,10.48,-0.05,0.02,0.02,freezing
1750549409.37414,0.31,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549409.38721,0.33,-0.29,10.45,-0.05,0.02,0.02,freezing
1750549409.40011,0.34,-0.29,10.46,-0.05,0.02,0.02,freezing
1750549409.41315,0.32,-0.29,10.44,-0.05,0.02,0.02,freezing
1750549409.42614,0.33,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549409.43911,0.32,-0.3,10.46,-0.05,0.02,0.02,freezing
1750549409.45209,0.34,-0.28,10.43,-0.05,0.02,0.02,freezing
1750549409.46511,0.33,-0.29,10.44,-0.05,0.02,0.02,freezing
1750549409.47814,0.33,-0.28,10.46,-0.05,0.02,0.02,freezing
1750549409.49111,0.33,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549409.50415,0.34,-0.3,10.46,-0.05,0.02,0.02,freezing
1750549409.51716,0.33,-0.31,10.44,-0.05,0.02,0.02,freezing
1750549409.53016,0.32,-0.31,10.45,-0.05,0.02,0.02,freezing
1750549409.5431,0.34,-0.29,10.46,-0.05,0.02,0.02,freezing
1750549409.55613,0.34,-0.29,10.46,-0.05,0.02,0.02,freezing
1750549409.56915,0.34,-0.3,10.48,-0.05,0.02,0.02,freezing
1750549409.58211,0.34,-0.3,10.46,-0.05,0.02,0.02,freezing
1750549409.59512,0.34,-0.31,10.47,-0.05,0.02,0.02,freezing
1750549409.60813,0.31,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549409.62119,0.33,-0.29,10.47,-0.05,0.02,0.02,freezing
1750549409.63409,0.33,-0.28,10.44,-0.05,0.02,0.02,freezing
1750549409.64721,0.33,-0.28,10.44,-0.05,0.02,0.02,freezing
1750549409.66781,0.33,-0.29,10.43,-0.05,0.02,0.02,freezing
1750549409.67391,0.33,-0.28,10.44,-0.05,0.02,0.02,freezing
1750549409.68612,0.33,-0.27,10.44,-0.05,0.02,0.02,freezing
1750549409.69918,0.33,-0.27,10.45,-0.05,0.02,0.02,freezing
1750549409.71213,0.34,-0.28,10.44,-0.05,0.02,0.02,freezing
1750549409.72512,0.31,-0.29,10.47,-0.05,0.02,0.02,freezing
1750549409.7382,0.31,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549409.75117,0.33,-0.28,10.46,-0.05,0.02,0.02,freezing
1750549409.7641,0.33,-0.27,10.49,-0.05,0.02,0.02,freezing
