timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
1750549641.2436,0.35,-0.3,10.44,-0.05,0.02,0.02,freezing
1750549641.25658,0.33,-0.29,10.46,-0.05,0.02,0.02,freezing
1750549641.26958,0.33,-0.31,10.47,-0.05,0.02,0.02,freezing
1750549641.28256,0.34,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.29558,0.35,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.30854,0.31,-0.31,10.45,-0.05,0.02,0.02,freezing
1750549641.32164,0.33,-0.31,10.45,-0.05,0.02,0.02,freezing
1750549641.3346,0.34,-0.28,10.46,-0.05,0.02,0.02,freezing
1750549641.34761,0.33,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.36063,0.33,-0.29,10.42,-0.05,0.02,0.02,freezing
1750549641.37363,0.33,-0.28,10.43,-0.05,0.02,0.02,freezing
1750549641.38653,0.33,-0.29,10.45,-0.05,0.02,0.02,freezing
1750549641.39956,0.34,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.41261,0.35,-0.29,10.44,-0.05,0.02,0.02,freezing
1750549641.42554,0.34,-0.28,10.44,-0.05,0.02,0.02,freezing
1750549641.43876,0.33,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549641.45174,0.33,-0.28,10.44,-0.05,0.02,0.02,freezing
1750549641.46459,0.34,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.47761,0.36,-0.29,10.44,-0.05,0.02,0.02,freezing
1750549641.49054,0.34,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.50356,0.34,-0.28,10.45,-0.05,0.02,0.02,freezing
1750549641.51655,0.32,-0.29,10.45,-0.05,0.02,0.02,freezing
1750549641.52962,0.34,-0.29,10.47,-0.05,0.02,0.02,freezing
1750549641.54262,0.33,-0.3,10.44,-0.05,0.02,0.02,freezing
1750549641.55561,0.33,-0.27,10.45,-0.05,0.02,0.02,freezing
1750549641.56862,0.33,-0.27,10.47,-0.05,0.02,0.02,freezing
1750549641.58157,0.34,-0.3,10.46,-0.05,0.02,0.02,freezing
1750549641.59462,0.33,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549641.60756,0.34,-0.29,10.45,-0.05,0.02,0.02,freezing
1750549641.62062,0.33,-0.28,10.45,-0.05,0.02,0.02,freezing
1750549641.63358,0.33,-0.29,10.46,-0.05,0.02,0.02,freezing
1750549641.64658,0.34,-0.3,10.46,-0.05,0.02,0.02,freezing
1750549641.65956,0.33,-0.29,10.43,-0.05,0.02,0.02,freezing
1750549641.67259,0.33,-0.28,10.48,-0.05,0.02,0.02,freezing
1750549641.68561,0.33,-0.29,10.44,-0.05,0.02,0.02,freezing
1750549641.69865,0.33,-0.28,10.47,-0.05,0.02,0.02,freezing
1750549641.71192,0.35,-0.28,10.47,-0.05,0.02,0.02,freezing
1750549641.72455,0.34,-0.29,10.47,-0.05,0.02,0.02,freezing
1750549641.73764,0.33,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549641.7506,0.34,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549641.7636,0.35,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.77662,0.34,-0.3,10.44,-0.05,0.02,0.02,freezing
1750549641.78957,0.34,-0.29,10.43,-0.05,0.02,0.02,freezing
1750549641.80262,0.34,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.81554,0.31,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.82857,0.34,-0.3,10.43,-0.05,0.02,0.02,freezing
1750549641.84156,0.35,-0.29,10.45,-0.05,0.02,0.02,freezing
1750549641.85467,0.34,-0.29,10.46,-0.05,0.02,0.02,freezing
1750549641.8676,0.34,-0.3,10.44,-0.05,0.02,0.02,freezing
1750549641.88059,0.35,-0.29,10.43,-0.05,0.02,0.02,freezing
1750549641.89363,0.33,-0.28,10.47,-0.05,0.02,0.02,freezing
1750549641.90665,0.34,-0.29,10.47,-0.05,0.02,0.02,freezing
1750549641.91961,0.33,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.93265,0.34,-0.29,10.45,-0.05,0.02,0.02,freezing
1750549641.94556,0.33,-0.29,10.47,-0.05,0.02,0.02,freezing
1750549641.95855,0.34,-0.3,10.45,-0.05,0.02,0.02,freezing
1750549641.97163,0.34,-0.3,10.46,-0.05,0.02,0.02,freezing
1750549641.98456,0.35,-0.29,10.46,-0.05,0.02,0.02,freezing
1750549641.99761,0.35,-0.28,10.46,-0.05,0.02,0.02,freezing
1750549642.01055,0.32,-0.31,10.46,-0.05,0.02,0.02,freezing
1750549642.02373,0.36,-0.28,10.45,-0.05,0.02,0.02,freezing
1750549642.03661,0.34,-0.3,10.47,-0.05,0.02,0.02,freezing
1750549642.0496,0.34,-0.29,10.42,-0.05,0.02,0.02,freezing
1750549642.06301,0.32,-0.29,10.41,-0.05,0.02,0.02,freezing
1750549642.07804,0.33,-0.29,10.4,-0.05,0.02,0.02,freezing
1750549642.09014,0.34,-0.3,10.46,-0.05,0.02,0.02,freezing
1750549642.12034,0.35,-0.31,10.47,-0.05,0.02,0.02,freezing
1750549642.12346,0.34,-0.28,10.44,-0.05,0.02,0.02,freezing
1750549642.12833,0.34,-0.28,10.46,-0.05,0.02,0.02,freezing
1750549642.14219,0.33,-0.28,10.45,-0.05,0.02,0.02,freezing
1750549642.15453,0.34,-0.29,10.44,-0.05,0.02,0.02,freezing
