timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
1750549613.68374,0.33,-0.29,10.46,-0.05,0.02,0.02,standing
1750549613.69911,0.34,-0.29,10.44,-0.05,0.02,0.02,standing
1750549613.70943,0.32,-0.29,10.45,-0.05,0.02,0.02,standing
1750549613.72243,0.37,-0.3,10.47,-0.05,0.02,0.02,standing
1750549613.73538,0.34,-0.29,10.46,-0.05,0.02,0.02,standing
1750549613.74839,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549613.76224,0.36,-0.29,10.48,-0.05,0.02,0.02,standing
1750549613.77522,0.36,-0.28,10.45,-0.05,0.02,0.02,standing
1750549613.78932,0.32,-0.28,10.42,-0.05,0.02,0.02,standing
1750549613.80044,0.34,-0.28,10.45,-0.05,0.02,0.02,standing
1750549613.81346,0.35,-0.27,10.47,-0.05,0.02,0.02,standing
1750549613.82648,0.33,-0.27,10.48,-0.05,0.02,0.02,standing
1750549613.83951,0.32,-0.31,10.48,-0.05,0.02,0.02,standing
1750549613.85237,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549613.86584,0.36,-0.27,10.45,-0.05,0.02,0.02,standing
1750549613.88018,0.35,-0.3,10.44,-0.05,0.02,0.02,standing
1750549613.89339,0.33,-0.32,10.46,-0.05,0.02,0.02,standing
1750549613.90494,0.34,-0.31,10.46,-0.05,0.02,0.02,standing
1750549613.91746,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549613.93044,0.33,-0.3,10.47,-0.05,0.02,0.02,standing
1750549613.94339,0.32,-0.28,10.42,-0.05,0.02,0.02,standing
1750549613.95662,0.35,-0.29,10.43,-0.05,0.02,0.02,standing
1750549613.96943,0.33,-0.29,10.42,-0.05,0.02,0.02,standing
1750549613.98514,0.31,-0.31,10.44,-0.05,0.02,0.02,standing
1750549613.99571,0.35,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.01886,0.34,-0.3,10.47,-0.05,0.02,0.02,standing
1750549614.022,0.32,-0.3,10.45,-0.05,0.02,0.02,standing
1750549614.04216,0.35,-0.29,10.44,-0.05,0.02,0.02,standing
1750549614.04813,0.34,-0.27,10.45,-0.05,0.02,0.02,standing
1750549614.06074,0.34,-0.28,10.43,-0.05,0.02,0.02,standing
1750549614.07569,0.34,-0.3,10.43,-0.05,0.02,0.02,standing
1750549614.09517,0.33,-0.31,10.46,-0.05,0.02,0.02,standing
1750549614.10492,0.31,-0.28,10.47,-0.05,0.02,0.02,standing
1750549614.1131,0.33,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.12868,0.33,-0.3,10.44,-0.05,0.02,0.02,standing
1750549614.14044,0.33,-0.27,10.47,-0.05,0.02,0.02,standing
1750549614.17275,0.34,-0.29,10.46,-0.05,0.02,0.02,standing
1750549614.17808,0.33,-0.31,10.45,-0.05,0.02,0.02,standing
1750549614.17943,0.31,-0.29,10.45,-0.05,0.02,0.02,standing
1750549614.19058,0.36,-0.31,10.43,-0.05,0.02,0.02,standing
1750549614.20962,0.34,-0.3,10.42,-0.05,0.02,0.02,standing
1750549614.21671,0.33,-0.31,10.44,-0.05,0.02,0.02,standing
1750549614.23319,0.34,-0.29,10.41,-0.05,0.02,0.02,standing
1750549614.2426,0.33,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.25621,0.32,-0.29,10.48,-0.05,0.02,0.02,standing
1750549614.2686,0.34,-0.28,10.46,-0.05,0.02,0.02,standing
1750549614.28144,0.36,-0.28,10.46,-0.05,0.02,0.02,standing
1750549614.29511,0.33,-0.27,10.44,-0.05,0.02,0.02,standing
1750549614.30742,0.34,-0.3,10.45,-0.05,0.02,0.02,standing
1750549614.32128,0.35,-0.3,10.45,-0.05,0.02,0.02,standing
1750549614.33351,0.34,-0.29,10.42,-0.05,0.02,0.02,standing
1750549614.34638,0.34,-0.3,10.41,-0.05,0.02,0.02,standing
1750549614.35939,0.34,-0.3,10.44,-0.05,0.02,0.02,standing
1750549614.37253,0.33,-0.29,10.43,-0.05,0.02,0.02,standing
1750549614.3854,0.35,-0.3,10.42,-0.05,0.02,0.02,standing
1750549614.39854,0.33,-0.31,10.46,-0.05,0.02,0.02,standing
1750549614.41138,0.33,-0.29,10.48,-0.05,0.02,0.02,standing
1750549614.4245,0.36,-0.29,10.45,-0.05,0.02,0.03,standing
1750549614.43805,0.33,-0.28,10.48,-0.05,0.02,0.02,standing
1750549614.45067,0.32,-0.28,10.48,-0.05,0.02,0.02,standing
1750549614.46383,0.35,-0.28,10.42,-0.05,0.02,0.02,standing
1750549614.47667,0.34,-0.29,10.44,-0.05,0.02,0.02,standing
1750549614.4899,0.31,-0.29,10.45,-0.05,0.02,0.02,standing
1750549614.50261,0.34,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.51602,0.33,-0.29,10.46,-0.05,0.02,0.02,standing
1750549614.52842,0.32,-0.29,10.44,-0.05,0.02,0.02,standing
1750549614.54146,0.35,-0.28,10.47,-0.05,0.02,0.02,standing
1750549614.5544,0.32,-0.27,10.49,-0.05,0.02,0.02,standing
1750549614.56739,0.34,-0.3,10.47,-0.05,0.02,0.02,standing
1750549614.58055,0.36,-0.3,10.47,-0.05,0.02,0.02,standing
1750549614.59339,0.33,-0.31,10.45,-0.05,0.02,0.02,standing
1750549614.60648,0.35,-0.28,10.47,-0.05,0.02,0.02,standing
1750549614.62079,0.35,-0.32,10.43,-0.05,0.02,0.02,standing
1750549614.63258,0.32,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.64607,0.32,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.65846,0.36,-0.29,10.45,-0.05,0.02,0.02,standing
1750549614.67153,0.33,-0.29,10.45,-0.05,0.02,0.02,standing
1750549614.68457,0.33,-0.29,10.44,-0.05,0.02,0.02,standing
1750549614.69774,0.36,-0.3,10.44,-0.05,0.02,0.02,standing
1750549614.71078,0.32,-0.31,10.45,-0.05,0.02,0.02,standing
1750549614.72518,0.32,-0.3,10.47,-0.05,0.02,0.02,standing
1750549614.73669,0.34,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.75164,0.34,-0.29,10.43,-0.05,0.02,0.02,standing
1750549614.7626,0.31,-0.28,10.46,-0.05,0.02,0.02,standing
1750549614.77621,0.33,-0.29,10.47,-0.05,0.02,0.02,standing
1750549614.7884,0.32,-0.29,10.46,-0.05,0.02,0.02,standing
1750549614.80141,0.33,-0.29,10.46,-0.05,0.02,0.02,standing
1750549614.81439,0.34,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.82738,0.34,-0.29,10.44,-0.05,0.02,0.02,standing
1750549614.84044,0.35,-0.28,10.44,-0.05,0.02,0.02,standing
1750549614.85402,0.32,-0.31,10.47,-0.05,0.02,0.02,standing
1750549614.86636,0.34,-0.3,10.46,-0.05,0.02,0.02,standing
1750549614.87945,0.34,-0.28,10.44,-0.05,0.02,0.02,standing
1750549614.89243,0.35,-0.3,10.44,-0.05,0.02,0.02,standing
1750549614.90539,0.34,-0.3,10.42,-0.05,0.02,0.02,standing
1750549614.91846,0.36,-0.28,10.46,-0.05,0.02,0.02,standing
1750549614.93141,0.34,-0.28,10.46,-0.05,0.02,0.02,standing
1750549614.94462,0.33,-0.28,10.46,-0.05,0.02,0.02,standing
1750549614.95738,0.33,-0.28,10.44,-0.05,0.02,0.02,standing
1750549614.97038,0.35,-0.31,10.47,-0.05,0.02,0.02,standing
1750549614.98343,0.34,-0.28,10.44,-0.05,0.02,0.02,standing
1750549614.99661,0.34,-0.28,10.47,-0.05,0.02,0.02,standing
1750549615.01003,0.36,-0.29,10.46,-0.05,0.02,0.02,standing
1750549615.02271,0.33,-0.29,10.46,-0.05,0.02,0.02,standing
1750549615.0354,0.34,-0.3,10.44,-0.05,0.02,0.02,standing
1750549615.0484,0.34,-0.27,10.4,-0.05,0.02,0.02,standing
1750549615.06138,0.35,-0.28,10.43,-0.05,0.02,0.02,standing
1750549615.07445,0.34,-0.29,10.43,-0.05,0.02,0.02,standing
1750549615.08738,0.33,-0.3,10.47,-0.05,0.02,0.02,standing
1750549615.10039,0.33,-0.28,10.44,-0.05,0.02,0.02,standing
1750549615.11337,0.34,-0.28,10.44,-0.05,0.02,0.02,standing
1750549615.12646,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549615.13943,0.32,-0.29,10.46,-0.05,0.02,0.02,standing
1750549615.15301,0.34,-0.28,10.46,-0.05,0.02,0.02,standing
1750549615.16758,0.34,-0.29,10.46,-0.05,0.02,0.02,standing
1750549615.17859,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549615.19159,0.34,-0.29,10.46,-0.05,0.02,0.02,standing
1750549615.20447,0.35,-0.3,10.45,-0.05,0.02,0.02,standing
1750549615.21742,0.34,-0.31,10.44,-0.05,0.02,0.02,standing
1750549615.23049,0.34,-0.28,10.42,-0.05,0.02,0.02,standing
1750549615.2434,0.35,-0.27,10.46,-0.05,0.02,0.02,standing
1750549615.25646,0.34,-0.26,10.49,-0.05,0.02,0.02,standing
1750549615.26951,0.34,-0.31,10.47,-0.05,0.02,0.02,standing
1750549615.2825,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549615.29544,0.35,-0.28,10.45,-0.05,0.02,0.02,standing
1750549615.30839,0.34,-0.28,10.45,-0.05,0.02,0.02,standing
1750549615.32137,0.35,-0.29,10.44,-0.05,0.02,0.02,standing
1750549615.3345,0.34,-0.3,10.47,-0.05,0.02,0.02,standing
1750549615.34738,0.34,-0.3,10.47,-0.05,0.02,0.02,standing
1750549615.36053,0.34,-0.28,10.47,-0.05,0.02,0.02,standing
1750549615.37371,0.32,-0.29,10.48,-0.05,0.02,0.02,standing
1750549615.38644,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549615.39939,0.33,-0.29,10.46,-0.05,0.02,0.02,standing
1750549615.41247,0.32,-0.3,10.47,-0.05,0.02,0.02,standing
1750549615.42571,0.33,-0.29,10.46,-0.05,0.02,0.02,standing
1750549615.43842,0.34,-0.29,10.45,-0.05,0.02,0.02,standing
1750549615.45158,0.34,-0.31,10.46,-0.05,0.02,0.02,standing
1750549615.46443,0.33,-0.3,10.47,-0.05,0.02,0.02,standing
1750549615.4774,0.36,-0.3,10.47,-0.05,0.02,0.02,standing
1750549615.49045,0.34,-0.29,10.46,-0.05,0.02,0.02,standing
1750549615.50372,0.33,-0.3,10.45,-0.05,0.02,0.02,standing
1750549615.51716,0.34,-0.3,10.44,-0.05,0.02,0.02,standing
1750549615.52939,0.34,-0.3,10.47,-0.05,0.02,0.02,standing
1750549615.54239,0.33,-0.28,10.45,-0.05,0.02,0.02,standing
