timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
1750549373.09087,0.34,-0.28,10.45,-0.05,0.02,0.02,standing
1750549373.1039,0.34,-0.28,10.45,-0.05,0.02,0.02,standing
1750549373.11697,0.34,-0.3,10.48,-0.05,0.02,0.02,standing
1750549373.13008,0.33,-0.3,10.46,-0.05,0.02,0.02,standing
1750549373.143,0.35,-0.29,10.44,-0.05,0.02,0.02,standing
1750549373.1559,0.36,-0.3,10.45,-0.05,0.02,0.02,standing
1750549373.16888,0.33,-0.3,10.46,-0.05,0.02,0.02,standing
1750549373.18193,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549373.19504,0.32,-0.28,10.46,-0.05,0.02,0.02,standing
1750549373.2079,0.32,-0.28,10.46,-0.05,0.02,0.02,standing
1750549373.22091,0.33,-0.31,10.46,-0.05,0.02,0.02,standing
1750549373.23393,0.32,-0.29,10.45,-0.05,0.02,0.02,standing
1750549373.24691,0.31,-0.29,10.46,-0.05,0.02,0.02,standing
1750549373.25988,0.32,-0.3,10.43,-0.05,0.02,0.02,standing
1750549373.27286,0.31,-0.28,10.44,-0.05,0.02,0.02,standing
1750549373.28589,0.33,-0.3,10.43,-0.05,0.02,0.02,standing
1750549373.29888,0.32,-0.3,10.44,-0.05,0.02,0.02,standing
1750549373.31205,0.34,-0.28,10.44,-0.05,0.02,0.02,standing
1750549373.32495,0.34,-0.28,10.47,-0.05,0.02,0.02,standing
1750549373.33793,0.33,-0.29,10.46,-0.05,0.02,0.02,standing
1750549373.35086,0.34,-0.28,10.46,-0.05,0.02,0.02,standing
1750549373.36394,0.33,-0.28,10.45,-0.05,0.02,0.02,standing
1750549373.37687,0.34,-0.29,10.47,-0.05,0.02,0.02,standing
1750549373.3901,0.33,-0.31,10.46,-0.05,0.02,0.02,standing
1750549373.40288,0.32,-0.3,10.45,-0.05,0.02,0.02,standing
1750549373.41586,0.34,-0.31,10.47,-0.05,0.02,0.02,standing
1750549373.42896,0.34,-0.3,10.46,-0.05,0.02,0.02,standing
1750549373.44193,0.32,-0.3,10.45,-0.05,0.02,0.02,standing
1750549373.45491,0.33,-0.28,10.46,-0.05,0.02,0.02,standing
1750549373.46792,0.35,-0.31,10.51,-0.05,0.02,0.02,standing
1750549373.48093,0.33,-0.28,10.44,-0.05,0.02,0.02,standing
1750549373.49403,0.35,-0.28,10.46,-0.05,0.02,0.02,standing
1750549373.50694,0.33,-0.28,10.47,-0.05,0.02,0.02,standing
1750549373.51987,0.34,-0.26,10.48,-0.05,0.02,0.02,standing
1750549373.53294,0.33,-0.28,10.45,-0.05,0.02,0.02,standing
1750549373.54593,0.34,-0.29,10.45,-0.05,0.02,0.02,standing
1750549373.56099,0.33,-0.28,10.46,-0.05,0.02,0.02,standing
1750549373.57213,0.34,-0.3,10.44,-0.05,0.02,0.02,standing
1750549373.58489,0.35,-0.32,10.45,-0.05,0.02,0.02,standing
1750549373.59792,0.34,-0.31,10.47,-0.05,0.02,0.02,standing
1750549373.61091,0.35,-0.28,10.47,-0.05,0.02,0.02,standing
1750549373.62399,0.33,-0.31,10.48,-0.05,0.02,0.02,standing
1750549373.63695,0.33,-0.29,10.5,-0.05,0.02,0.02,standing
1750549373.65001,0.34,-0.29,10.45,-0.05,0.02,0.02,standing
1750549373.66289,0.32,-0.29,10.48,-0.05,0.02,0.02,standing
1750549373.67637,0.33,-0.3,10.45,-0.05,0.02,0.02,standing
1750549373.68893,0.32,-0.28,10.44,-0.05,0.02,0.02,standing
1750549373.70187,0.33,-0.27,10.43,-0.05,0.02,0.02,standing
1750549373.71487,0.32,-0.29,10.49,-0.05,0.02,0.02,standing
1750549373.728,0.33,-0.31,10.46,-0.05,0.02,0.02,standing
1750549373.74096,0.34,-0.3,10.45,-0.05,0.02,0.02,standing
1750549373.75393,0.35,-0.25,10.43,-0.05,0.02,0.02,standing
1750549373.76688,0.34,-0.29,10.45,-0.05,0.02,0.02,standing
1750549373.7799,0.34,-0.31,10.46,-0.05,0.02,0.02,standing
1750549373.79289,0.33,-0.28,10.44,-0.05,0.02,0.02,standing
1750549373.80588,0.33,-0.3,10.43,-0.05,0.02,0.02,standing
1750549373.81888,0.32,-0.31,10.43,-0.05,0.02,0.02,standing
1750549373.83193,0.32,-0.3,10.47,-0.05,0.02,0.02,standing
