timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
2025-06-21T17:05:43.383644,-0.28,9.67,-1.5,-0.14,0.01,0.02,standing
2025-06-21T17:05:43.386956,-0.27,9.65,-1.51,-0.14,0.01,0.02,standing
2025-06-21T17:05:43.390295,-0.27,9.64,-1.52,-0.14,0.02,0.01,standing
2025-06-21T17:05:43.393545,-0.26,9.64,-1.53,-0.14,0.02,0.01,standing
2025-06-21T17:05:43.396951,-0.24,9.62,-1.5,-0.14,0.02,0.01,standing
2025-06-21T17:05:43.400906,-0.25,9.61,-1.48,-0.15,0.03,0.01,standing
2025-06-21T17:05:43.403819,-0.24,9.6,-1.47,-0.15,0.03,0.0,standing
2025-06-21T17:05:43.408544,-0.27,9.61,-1.46,-0.15,0.03,0.0,standing
2025-06-21T17:05:43.410625,-0.28,9.62,-1.46,-0.15,0.03,0.0,standing
2025-06-21T17:05:43.413732,-0.31,9.64,-1.45,-0.15,0.03,0.0,standing
2025-06-21T17:05:43.417342,-0.32,9.64,-1.45,-0.15,0.03,0.0,standing
2025-06-21T17:05:43.420956,-0.32,9.63,-1.42,-0.15,0.03,0.0,standing
2025-06-21T17:05:43.423900,-0.33,9.63,-1.39,-0.14,0.03,0.0,standing
2025-06-21T17:05:43.427290,-0.34,9.63,-1.37,-0.14,0.03,0.0,standing
2025-06-21T17:05:43.431957,-0.38,9.62,-1.36,-0.14,0.03,0.0,standing
2025-06-21T17:05:43.433746,-0.42,9.61,-1.34,-0.14,0.03,0.0,standing
2025-06-21T17:05:43.436863,-0.48,9.59,-1.32,-0.14,0.03,0.0,standing
2025-06-21T17:05:43.442415,-0.54,9.58,-1.31,-0.13,0.02,0.0,standing
2025-06-21T17:05:43.444709,-0.62,9.57,-1.29,-0.13,0.02,0.0,standing
2025-06-21T17:05:43.448685,-0.72,9.57,-1.26,-0.12,0.01,0.0,standing
2025-06-21T17:05:43.450298,-0.74,9.59,-1.26,-0.12,0.0,0.01,standing
2025-06-21T17:05:43.535016,-0.33,9.59,-1.52,-0.08,-0.06,-0.02,standing
2025-06-21T17:05:43.536330,-0.34,9.6,-1.52,-0.08,-0.05,-0.02,standing
2025-06-21T17:05:43.537817,-0.35,9.61,-1.52,-0.08,-0.05,-0.02,standing
2025-06-21T17:05:43.538500,-0.36,9.63,-1.51,-0.09,-0.04,-0.02,standing
2025-06-21T17:05:43.539039,-0.38,9.65,-1.48,-0.09,-0.03,-0.02,standing
2025-06-21T17:05:43.539299,-0.42,9.66,-1.45,-0.09,-0.03,-0.02,standing
2025-06-21T17:05:43.539517,-0.46,9.66,-1.44,-0.09,-0.02,-0.02,standing
2025-06-21T17:05:43.541119,-0.51,9.68,-1.46,-0.09,-0.02,-0.02,standing
2025-06-21T17:05:43.544236,-0.57,9.71,-1.48,-0.09,-0.01,-0.01,standing
2025-06-21T17:05:43.550072,-0.61,9.72,-1.46,-0.09,-0.01,-0.01,standing
2025-06-21T17:05:43.552731,-0.66,9.7,-1.44,-0.09,-0.01,-0.01,standing
2025-06-21T17:05:43.553588,-0.73,9.7,-1.42,-0.09,-0.01,0.0,standing
2025-06-21T17:05:43.556929,-0.77,9.69,-1.41,-0.09,-0.01,0.0,standing
2025-06-21T17:05:43.560650,-0.82,9.7,-1.39,-0.08,-0.02,0.01,standing
2025-06-21T17:05:43.563738,-0.84,9.69,-1.36,-0.08,-0.02,0.01,standing
2025-06-21T17:05:43.567736,-0.83,9.7,-1.36,-0.08,-0.03,0.02,standing
2025-06-21T17:05:43.571616,-0.78,9.7,-1.38,-0.07,-0.04,0.02,standing
2025-06-21T17:05:43.573546,-0.67,9.71,-1.42,-0.07,-0.04,0.03,standing
2025-06-21T17:05:43.577202,-0.59,9.71,-1.43,-0.07,-0.04,0.03,standing
2025-06-21T17:05:43.640250,-0.45,9.66,-1.52,-0.11,0.02,0.06,standing
2025-06-21T17:05:43.640955,-0.5,9.67,-1.5,-0.11,0.02,0.06,standing
2025-06-21T17:05:43.643351,-0.54,9.67,-1.48,-0.11,0.02,0.06,standing
2025-06-21T17:05:43.647114,-0.56,9.7,-1.49,-0.12,0.02,0.06,standing
2025-06-21T17:05:43.650118,-0.56,9.73,-1.5,-0.12,0.02,0.06,standing
2025-06-21T17:05:43.654915,-0.56,9.77,-1.51,-0.12,0.02,0.07,standing
2025-06-21T17:05:43.656767,-0.57,9.8,-1.51,-0.12,0.02,0.07,standing
2025-06-21T17:05:43.659677,-0.56,9.81,-1.52,-0.13,0.02,0.07,standing
2025-06-21T17:05:43.664698,-0.54,9.81,-1.51,-0.13,0.02,0.07,standing
2025-06-21T17:05:43.666609,-0.52,9.81,-1.54,-0.13,0.01,0.07,standing
2025-06-21T17:05:43.670012,-0.49,9.79,-1.54,-0.13,0.01,0.06,standing
2025-06-21T17:05:43.676968,-0.44,9.79,-1.54,-0.13,0.01,0.06,standing
2025-06-21T17:05:43.677290,-0.36,9.78,-1.54,-0.13,0.01,0.06,standing
2025-06-21T17:05:43.679607,-0.31,9.76,-1.55,-0.13,0.01,0.06,standing
2025-06-21T17:05:43.683877,-0.26,9.74,-1.55,-0.14,0.01,0.05,standing
2025-06-21T17:05:43.687935,-0.22,9.71,-1.53,-0.14,0.02,0.05,standing
2025-06-21T17:05:43.690117,-0.21,9.68,-1.51,-0.14,0.02,0.04,standing
2025-06-21T17:05:43.694189,-0.21,9.65,-1.5,-0.14,0.02,0.04,standing
2025-06-21T17:05:43.696444,-0.21,9.62,-1.51,-0.14,0.03,0.04,standing
