timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
2025-06-21T18:51:06.669819,0.34,10.12,-0.42,-0.11,0.2,-0.07,standing
2025-06-21T18:51:06.677009,0.41,10.09,-0.45,-0.11,0.22,-0.08,standing
2025-06-21T18:51:06.679761,0.43,10.08,-0.48,-0.11,0.22,-0.08,standing
2025-06-21T18:51:06.683337,0.49,10.09,-0.51,-0.11,0.22,-0.09,standing
2025-06-21T18:51:06.686419,0.54,10.09,-0.54,-0.11,0.22,-0.09,standing
2025-06-21T18:51:06.690886,0.6,10.12,-0.6,-0.12,0.22,-0.09,standing
2025-06-21T18:51:06.692991,0.61,10.11,-0.6,-0.12,0.22,-0.09,standing
2025-06-21T18:51:06.696281,0.59,10.08,-0.59,-0.13,0.21,-0.09,standing
2025-06-21T18:51:06.699658,0.53,10.04,-0.6,-0.13,0.21,-0.09,standing
2025-06-21T18:51:06.703478,0.44,9.96,-0.58,-0.14,0.2,-0.09,standing
2025-06-21T18:51:06.707497,0.35,9.88,-0.6,-0.14,0.18,-0.09,standing
2025-06-21T18:51:06.709419,0.3,9.81,-0.59,-0.14,0.17,-0.09,standing
2025-06-21T18:51:06.712721,0.29,9.75,-0.6,-0.14,0.15,-0.09,standing
2025-06-21T18:51:06.716151,0.32,9.73,-0.62,-0.14,0.13,-0.09,standing
2025-06-21T18:51:06.719436,0.37,9.74,-0.59,-0.14,0.12,-0.08,standing
2025-06-21T18:51:06.723689,0.37,9.76,-0.49,-0.15,0.11,-0.08,standing
2025-06-21T18:51:06.726018,0.32,9.75,-0.41,-0.15,0.1,-0.07,standing
2025-06-21T18:51:06.729591,0.23,9.73,-0.34,-0.15,0.08,-0.07,standing
2025-06-21T18:51:06.733149,0.1,9.71,-0.27,-0.15,0.04,-0.06,standing
2025-06-21T18:51:06.736084,-0.03,9.65,-0.25,-0.14,-0.03,-0.05,standing
2025-06-21T18:51:06.739584,-0.01,9.65,-0.28,-0.14,-0.08,-0.04,standing
2025-06-21T18:51:06.743232,0.02,9.65,-0.3,-0.13,-0.13,-0.03,standing
2025-06-21T18:51:06.746023,0.08,9.66,-0.27,-0.12,-0.18,-0.02,standing
2025-06-21T18:51:06.750809,0.1,9.68,-0.21,-0.12,-0.21,-0.01,standing
2025-06-21T18:51:06.752662,0.09,9.69,-0.17,-0.12,-0.23,0.0,standing
2025-06-21T18:51:06.758399,-0.02,9.67,-0.15,-0.12,-0.27,0.02,standing
2025-06-21T18:51:06.759911,-0.11,9.66,-0.15,-0.11,-0.3,0.03,standing
2025-06-21T18:51:06.765669,-0.17,9.65,-0.18,-0.11,-0.33,0.04,standing
2025-06-21T18:51:06.766649,-0.26,9.66,-0.28,-0.1,-0.37,0.06,standing
2025-06-21T18:51:06.771197,-0.3,9.67,-0.35,-0.1,-0.4,0.07,standing
2025-06-21T18:51:06.772896,-0.32,9.72,-0.43,-0.1,-0.42,0.08,standing
2025-06-21T18:51:06.776630,-0.31,9.78,-0.48,-0.1,-0.43,0.1,standing
2025-06-21T18:51:06.780154,-0.24,9.82,-0.52,-0.1,-0.44,0.11,standing
2025-06-21T18:51:06.782697,-0.15,9.88,-0.54,-0.1,-0.44,0.12,standing
2025-06-21T18:51:06.787228,0.01,9.98,-0.57,-0.11,-0.44,0.13,standing
2025-06-21T18:51:06.789465,0.12,10.06,-0.57,-0.11,-0.42,0.14,standing
2025-06-21T18:51:06.794468,0.23,10.11,-0.52,-0.12,-0.41,0.15,standing
2025-06-21T18:51:06.796594,0.34,10.15,-0.45,-0.13,-0.38,0.15,standing
2025-06-21T18:51:06.801101,0.4,10.14,-0.43,-0.14,-0.36,0.16,standing
2025-06-21T18:51:06.803001,0.5,10.13,-0.4,-0.14,-0.34,0.16,standing
2025-06-21T18:51:06.805824,0.6,10.1,-0.37,-0.14,-0.31,0.16,standing
2025-06-21T18:51:06.809218,0.64,10.08,-0.37,-0.15,-0.29,0.16,standing
2025-06-21T18:51:06.812426,0.64,10.05,-0.34,-0.15,-0.26,0.16,standing
